detector,descriptor,matcher,selector,rem_bb_out,rem_kpt_out,rem_kpt_post_out,keypoints,matchpts,proc_time,frame,ttcCamera,ttcLidar,medTtcCamera,medTtcLidar,xmin_raw,width_raw,xmin_filt,width_filt,time,delta_t
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5291,5004,3.76834,1,120,12.5289,120,12.1259,7.913,1.456,7.913,1.375,0.1,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5202,4914,4.0065,2,120,16.853,120,14.7458,7.849,1.459,7.849,1.377,0.2,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5090,4828,3.87072,3,120,15.3541,120,16.6851,7.793,1.466,7.803,1.391,0.3,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5118,4831,3.6706,4,120,12.6599,120,15.4287,7.685,1.446,7.744,1.39,0.4,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5180,4853,3.74963,5,120,13.3314,120,12.995,7.638,1.442,7.683,1.35,0.5,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5192,4858,3.94524,6,120,14.1222,120,11.9813,7.577,1.433,7.577,1.341,0.6,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5177,4859,3.90177,7,120,13.5005,120,13.2356,7.555,1.438,7.555,1.414,0.7,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5176,4883,4.03393,8,120,11.6698,120,13.1356,7.475,1.452,7.515,1.356,0.8,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5225,4907,3.96875,9,120,12.0817,120,11.0074,7.434,1.406,7.468,1.372,0.9,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5331,5013,3.81779,10,120,11.7507,120,12.5864,7.393,1.411,7.414,1.342,1,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5351,5051,3.85272,11,120,10.1648,120,8.95607,7.205,1.455,7.344,1.354,1.1,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5244,4955,3.92167,12,120,9.68322,120,10.2436,7.272,1.47,7.272,1.335,1.2,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5231,4951,3.65118,13,120,9.20459,120,9.10633,7.194,1.458,7.194,1.408,1.3,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5286,5009,3.84941,14,120,8.32764,120,8.36357,7.129,1.384,7.129,1.317,1.4,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5464,5178,3.82191,15,120,9.15646,120,10.3544,7.042,1.381,7.042,1.377,1.5,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5464,5180,3.8932,16,120,11.1345,120,9.54521,6.827,1.362,6.963,1.305,1.6,0.1
FAST,BRISK,MAT_FLANN,SEL_NN,1,0,0,5563,5263,3.98911,17,120,8.29606,120,8.50248,6.896,1.377,6.896,1.331,1.7,0.1
